id,atlas_id,name,acronym,st_level,ontology_id,hemisphere_id,weight,parent_structure_id,depth,graph_id,graph_order,structure_id_path,color_hex_triplet,neuro_name_structure_id,neuro_name_structure_id_path,failed,sphinx_id,structure_name_facet,failed_facet,safe_name
595,498,Right fasciculus retroflexus,Rfr,,1,3,8690,1083,5,1,1193,/997/1009/991/824/1083/595/,CCCCCC,,,f,1194,3233680072,734881840,fasciculus retroflexus
596,215,Right Diagonal band nucleus,RNDB,,1,3,8690,904,7,1,567,/997/8/567/623/803/826/904/596/,96A7D3,,,f,568,278981173,734881840,Diagonal band nucleus
597,357,Right Taenia tecta dorsal part,RTTd,,1,3,8690,589,7,1,360,/997/8/567/688/695/698/589/597/,62D09F,,,f,361,2019823208,734881840,Taenia tecta dorsal part
598,640,Right Ventral auditory area layer 6b,RAUDv6b,,1,3,8690,1018,8,1,139,/997/8/567/688/695/315/247/1018/598/,19399,,,f,140,142352995,734881840,Ventral auditory area layer 6b
599,74,Right Central medial nucleus of the thalamus,RCM,,1,3,8690,51,7,1,640,/997/8/343/1129/549/856/51/599/,FF909F,,,f,641,769425900,734881840,Central medial nucleus of the thalamus
600,923,Right Dorsal auditory area layer 2/3,RAUDd2/3,,1,3,8690,1011,8,1,114,/997/8/567/688/695/315/247/1011/600/,19399,,,f,115,2148227545,734881840,Dorsal auditory area layer 2/3
601,1065,Right Anterolateral visual area layer 6a,RVISal6a,,1,3,8690,402,8,1,152,/997/8/567/688/695/315/669/402/601/,08858C,,,f,153,3828838274,734881840,Anterolateral visual area layer 6a
602,782,Right Bed nuclei of the stria terminalis posterior division strial extension,RBSTse,,1,3,8690,367,8,1,586,/997/8/567/623/803/809/351/367/602/,B3C0DF,,,f,587,1576149119,734881840,Bed nuclei of the stria terminalis posterior division strial extension
603,499,Right fimbria,Rfi,,1,3,8690,1099,5,1,1155,/997/1009/991/768/1099/603/,CCCCCC,,,f,1156,1937983833,734881840,fimbria
604,216,Right Nucleus incertus,RNI,,1,3,8690,1117,6,1,844,/997/8/343/1065/771/1117/604/,FFC395,,,f,845,3514282922,734881840,Nucleus incertus
605,358,Right Taenia tecta ventral part,RTTv,,1,3,8690,589,7,1,366,/997/8/567/688/695/698/589/605/,62D09F,,,f,367,4008781829,734881840,Taenia tecta ventral part
606,641,Right Retrosplenial area ventral part layer 2,RRSPv2,,1,3,8690,886,8,1,295,/997/8/567/688/695/315/254/886/606/,1AA698,,,f,296,3619382327,734881840,Retrosplenial area ventral part layer 2
607,75,Right Cochlear nuclei,RCN,,1,3,8690,386,6,1,852,/997/8/343/1065/354/386/607/,FFA5D2,,,f,853,199055653,734881840,Cochlear nuclei
608,924,Right Orbital area ventrolateral part layer 6a,RORBvl6a,,1,3,8690,746,8,1,258,/997/8/567/688/695/315/714/746/608/,248A5E,,,f,259,3003346139,734881840,Orbital area ventrolateral part layer 6a
609,783,Right Subparafascicular area,RSPA,,1,3,8690,864,6,1,603,/997/8/343/1129/549/864/609/,FF8084,,,f,604,3168649413,734881840,Subparafascicular area
610,1066,Right Retrosplenial area dorsal part layer 5,RRSPd5,,1,3,8690,879,8,1,290,/997/8/567/688/695/315/254/879/610/,1AA698,,,f,291,3262274752,734881840,Retrosplenial area dorsal part layer 5
611,500,Right habenular commissure,Rhbc,,1,3,8690,1083,5,1,1194,/997/1009/991/824/1083/611/,CCCCCC,,,f,1195,4058360785,734881840,habenular commissure
612,217,Right Nucleus of the lateral lemniscus,RNLL,,1,3,8690,1132,6,1,804,/997/8/343/1065/771/1132/612/,FFAE6F,,,f,805,3619563008,734881840,Nucleus of the lateral lemniscus
613,642,Right Lateral visual area layer 5,RVISl5,,1,3,8690,409,8,1,165,/997/8/567/688/695/315/669/409/613/,08858C,,,f,166,719538265,734881840,Lateral visual area layer 5
614,359,Right Tuberal nucleus,RTU,,1,3,8690,290,6,1,735,/997/8/343/1129/1097/290/614/,F2483B,,,f,736,1119024411,734881840,Tuberal nucleus
615,925,Right Substantia nigra lateral part,RSNl,,1,3,8690,323,5,1,791,/997/8/343/313/323/615/,FF90FF,,,f,792,3021759709,734881840,Substantia nigra lateral part
616,76,Right Cuneiform nucleus,RCUN,,1,3,8690,323,5,1,781,/997/8/343/313/323/616/,FF90FF,,,f,782,346062242,734881840,Cuneiform nucleus
617,784,Right Mediodorsal nucleus of the thalamus central part,RMDc,,1,3,8690,362,8,1,629,/997/8/343/1129/549/856/444/362/617/,FF909F,,,f,630,1540012109,734881840,Mediodorsal nucleus of the thalamus central part
618,501,Right hippocampal commissures,Rhc,,1,3,8690,1099,5,1,1161,/997/1009/991/768/1099/618/,CCCCCC,,,f,1162,4236453345,734881840,hippocampal commissures
619,218,Right Nucleus of the lateral olfactory tract,RNLOT,,1,3,8690,698,6,1,382,/997/8/567/688/695/698/619/,95E4C8,,,f,383,1925788982,734881840,Nucleus of the lateral olfactory tract
620,1067,Right Orbital area medial part layer 5,RORBm5,,1,3,8690,731,8,1,251,/997/8/567/688/695/315/714/731/620/,248A5E,,,f,252,1790560827,734881840,Orbital area medial part layer 5
621,360,Right Motor nucleus of trigeminal,RV,,1,3,8690,987,6,1,837,/997/8/343/1065/771/987/621/,FFBA86,,,f,838,298495636,734881840,Motor nucleus of trigeminal
622,643,Right Retrosplenial area ventral part layer 6b,RRSPv6b,,1,3,8690,886,8,1,299,/997/8/567/688/695/315/254/886/622/,1AA698,,,f,300,2914530454,734881840,Retrosplenial area ventral part layer 6b
623,77,Right Cerebral nuclei,RCNU,,1,3,8690,567,3,1,520,/997/8/567/623/,98D6F9,,,f,521,3504435073,734881840,Cerebral nuclei
624,926,Right Interpeduncular fossa,RIPF,,1,3,8690,1024,2,1,1232,/997/1024/624/,AAAAAA,,,f,1233,1476705011,734881840,Interpeduncular fossa
625,1068,Right Primary somatosensory area upper limb layer 5,RSSp-ul5,,1,3,8690,369,9,1,73,/997/8/567/688/695/315/453/322/369/625/,188064,,,f,74,2356862430,734881840,Primary somatosensory area upper limb layer 5
626,785,Right Mediodorsal nucleus of the thalamus lateral part,RMDl,,1,3,8690,362,8,1,630,/997/8/343/1129/549/856/444/362/626/,FF909F,,,f,631,313529261,734881840,Mediodorsal nucleus of the thalamus lateral part
627,502,Right hypothalamohypophysial tract,Rhht,,1,3,8690,285,5,1,1082,/997/1009/967/871/285/627/,CCCCCC,,,f,1083,2160377595,734881840,hypothalamohypophysial tract
628,219,Right Nucleus of the optic tract,RNOT,,1,3,8690,1100,6,1,777,/997/8/343/313/323/1100/628/,FF90FF,,,f,778,4240602259,734881840,Nucleus of the optic tract
629,361,Right Ventral anterior-lateral complex of the thalamus,RVAL,,1,3,8690,637,7,1,593,/997/8/343/1129/549/864/637/629/,FF8084,,,f,594,387269350,734881840,Ventral anterior-lateral complex of the thalamus
630,644,Right Orbital area lateral part layer 5,RORBl5,,1,3,8690,723,8,1,244,/997/8/567/688/695/315/714/723/630/,248A5E,,,f,245,293178623,734881840,Orbital area lateral part layer 5
631,78,Right Cortical amygdalar area,RCOA,,1,3,8690,698,6,1,387,/997/8/567/688/695/698/631/,61E7B7,,,f,388,1492043464,734881840,Cortical amygdalar area
632,927,Right Dentate gyrus granule cell layer,RDG-sg,,1,3,8690,726,8,1,437,/997/8/567/688/695/1089/1080/726/632/,66A83D,,,f,438,2252434327,734881840,Dentate gyrus granule cell layer
633,503,Right inferior colliculus commissure,Rcic,,1,3,8690,948,5,1,1053,/997/1009/967/933/948/633/,CCCCCC,,,f,1054,1506772234,734881840,inferior colliculus commissure
634,220,Right Nucleus of the posterior commissure,RNPC,,1,3,8690,1100,6,1,778,/997/8/343/313/323/1100/634/,FF90FF,,,f,779,848474446,734881840,Nucleus of the posterior commissure
635,1069,Right Posterior parietal association areas layer 4,RPTLp4,,1,3,8690,22,7,1,303,/997/8/567/688/695/315/22/635/,009FAC,,,f,304,860823010,734881840,Posterior parietal association areas layer 4
636,786,Right Mediodorsal nucleus of the thalamus medial part,RMDm,,1,3,8690,362,8,1,631,/997/8/343/1129/549/856/444/362/636/,FF909F,,,f,632,307537672,734881840,Mediodorsal nucleus of the thalamus medial part
637,362,Right Ventral group of the dorsal thalamus,RVENT,,1,3,8690,864,6,1,592,/997/8/343/1129/549/864/637/,FF8084,,,f,593,3720800461,734881840,Ventral group of the dorsal thalamus
638,645,Right Gustatory areas layer 6a,RGU6a,,1,3,8690,1057,7,1,102,/997/8/567/688/695/315/1057/638/,009C75,,,f,103,3653947637,734881840,Gustatory areas layer 6a
639,79,Right Cortical amygdalar area anterior part,RCOAa,,1,3,8690,631,7,1,388,/997/8/567/688/695/698/631/639/,61E7B7,,,f,389,3687551647,734881840,Cortical amygdalar area anterior part
640,928,Right Efferent vestibular nucleus,REV,,1,3,8690,370,6,1,882,/997/8/343/1065/354/370/640/,FFB3D9,,,f,883,358747077,734881840,Efferent vestibular nucleus
641,504,Right intermediate acoustic stria,Rias,,1,3,8690,948,5,1,1050,/997/1009/967/933/948/641/,CCCCCC,,,f,1051,2460821868,734881840,intermediate acoustic stria
642,221,Right Nucleus of the trapezoid body,RNTB,,1,3,8690,386,6,1,861,/997/8/343/1065/354/386/642/,FFA5D2,,,f,862,3384679656,734881840,Nucleus of the trapezoid body
643,1070,Right Posterior auditory area layer 2/3,RAUDpo2/3,,1,3,8690,1027,8,1,128,/997/8/567/688/695/315/247/1027/643/,19399,,,f,129,3738950829,734881840,Posterior auditory area layer 2/3
644,787,Right Somatomotor areas Layer 6a,RMO6a,,1,3,8690,500,7,1,13,/997/8/567/688/695/315/500/644/,1F9D5A,,,f,14,1003126892,734881840,Somatomotor areas Layer 6a
645,363,Right Vermal regions,RVERM,,1,3,8690,528,4,1,929,/997/8/512/528/645/,FFFC91,,,f,930,210800080,734881840,Vermal regions
646,646,Right Dorsal peduncular area layer 5,RDP5,,1,3,8690,814,7,1,375,/997/8/567/688/695/698/814/646/,A4DAA4,,,f,376,2109683791,734881840,Dorsal peduncular area layer 5
647,80,Right Cortical amygdalar area posterior part,RCOAp,,1,3,8690,631,7,1,392,/997/8/567/688/695/698/631/647/,61E7B7,,,f,393,713144098,734881840,Cortical amygdalar area posterior part
648,929,Right Primary motor area Layer 5,RMOp5,,1,3,8690,985,8,1,18,/997/8/567/688/695/315/500/985/648/,1F9D5A,,,f,19,628930507,734881840,Primary motor area Layer 5
649,1071,Right Anterolateral visual area layer 6b,RVISal6b,,1,3,8690,402,8,1,153,/997/8/567/688/695/315/669/402/649/,08858C,,,f,154,2101231160,734881840,Anterolateral visual area layer 6b
650,505,Right juxtarestiform body,Rjrb,,1,3,8690,1123,5,1,1095,/997/1009/960/752/1123/650/,CCCCCC,,,f,1096,1765241487,734881840,juxtarestiform body
651,222,Right Nucleus of the solitary tract,RNTS,,1,3,8690,386,6,1,862,/997/8/343/1065/354/386/651/,FFA5D2,,,f,863,1090041084,734881840,Nucleus of the solitary tract
652,788,Right Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part lateral zone,RPVHpml,,1,3,8690,103,9,1,665,/997/8/343/1129/1097/157/38/71/103/652/,FF5D50,,,f,666,2251532786,734881840,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part lateral zone
653,364,Right Abducens nucleus,RVI,,1,3,8690,370,6,1,878,/997/8/343/1065/354/370/653/,FFB3D9,,,f,879,3487199484,734881840,Abducens nucleus
654,647,Right Primary somatosensory area nose layer 4,RSSp-n4,,1,3,8690,353,9,1,44,/997/8/567/688/695/315/453/322/353/654/,188064,,,f,45,2563128336,734881840,Primary somatosensory area nose layer 4
655,81,Right Cortical amygdalar area posterior part lateral zone,RCOApl,,1,3,8690,647,8,1,393,/997/8/567/688/695/698/631/647/655/,61E7B7,,,f,394,687250718,734881840,Cortical amygdalar area posterior part lateral zone
656,930,Right Secondary motor area layer 1,RMOs1,,1,3,8690,993,8,1,22,/997/8/567/688/695/315/500/993/656/,1F9D5A,,,f,23,4032915713,734881840,Secondary motor area layer 1
657,1072,Right Primary somatosensory area mouth layer 2/3,RSSp-m2/3,,1,3,8690,345,9,1,64,/997/8/567/688/695/315/453/322/345/657/,188064,,,f,65,3683406469,734881840,Primary somatosensory area mouth layer 2/3
658,506,Right lateral lemniscus,Rll,,1,3,8690,948,5,1,1052,/997/1009/967/933/948/658/,CCCCCC,,,f,1053,2249670554,734881840,lateral lemniscus
659,223,Right Nucleus of the solitary tract central part,RNTSce,,1,3,8690,651,7,1,863,/997/8/343/1065/354/386/651/659/,FFA5D2,,,f,864,4015698646,734881840,Nucleus of the solitary tract central part
660,789,Right Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part medial zone,RPVHpmm,,1,3,8690,103,9,1,666,/997/8/343/1129/1097/157/38/71/103/660/,FF5D50,,,f,667,2602842182,734881840,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part medial zone
661,365,Right Facial motor nucleus,RVII,,1,3,8690,370,6,1,880,/997/8/343/1065/354/370/661/,FFB3D9,,,f,881,3767076544,734881840,Facial motor nucleus
662,648,Right Gustatory areas layer 6b,RGU6b,,1,3,8690,1057,7,1,103,/997/8/567/688/695/315/1057/662/,009C75,,,f,104,1086554447,734881840,Gustatory areas layer 6b
663,82,Right Cortical amygdalar area posterior part medial zone,RCOApm,,1,3,8690,647,8,1,399,/997/8/567/688/695/698/631/647/663/,61E7B7,,,f,400,2407177902,734881840,Cortical amygdalar area posterior part medial zone
664,931,Right Entorhinal area medial part dorsal zone layer 3,RENTm3,,1,3,8690,926,9,1,473,/997/8/567/688/695/1089/822/909/926/664/,32B825,,,f,474,1637749653,734881840,Entorhinal area medial part dorsal zone layer 3
665,507,Right lateral olfactory tract body,Rlot,,1,3,8690,21,5,1,1020,/997/1009/967/840/21/665/,CCCCCC,,,f,1021,2791586724,734881840,lateral olfactory tract body
666,224,Right Nucleus of the solitary tract commissural part,RNTSco,,1,3,8690,651,7,1,864,/997/8/343/1065/354/386/651/666/,FFA5D2,,,f,865,133031180,734881840,Nucleus of the solitary tract commissural part
667,1073,Right Frontal pole layer 2/3,RFRP2/3,,1,3,8690,184,7,1,8,/997/8/567/688/695/315/184/667/,268F45,,,f,9,4268100038,734881840,Frontal pole layer 2/3
668,790,Right Dorsomedial nucleus of the hypothalamus anterior part,RDMHa,,1,3,8690,830,7,1,680,/997/8/343/1129/1097/141/830/668/,FF5547,,,f,681,2890416846,734881840,Dorsomedial nucleus of the hypothalamus anterior part
669,366,Right Visual areas,RVIS,,1,3,8690,315,6,1,140,/997/8/567/688/695/315/669/,08858C,,,f,141,3978948604,734881840,Visual areas
670,649,Right Primary somatosensory area trunk layer 2/3,RSSp-tr2/3,,1,3,8690,361,9,1,78,/997/8/567/688/695/315/453/322/361/670/,188064,,,f,79,1192883470,734881840,Primary somatosensory area trunk layer 2/3
671,932,Right Retrosplenial area lateral agranular part layer 1,RRSPagl1,,1,3,8690,894,8,1,281,/997/8/567/688/695/315/254/894/671/,1AA698,,,f,282,149448588,734881840,Retrosplenial area lateral agranular part layer 1
672,83,Right Caudoputamen,RCP,,1,3,8690,485,6,1,523,/997/8/567/623/477/485/672/,98D6F9,,,f,524,2140591882,734881840,Caudoputamen
673,508,Right mammillary peduncle,Rmp,,1,3,8690,46,5,1,1188,/997/1009/991/824/46/673/,CCCCCC,,,f,1189,4130265730,734881840,mammillary peduncle
674,225,Right Nucleus of the solitary tract gelatinous part,RNTSge,,1,3,8690,651,7,1,865,/997/8/343/1065/354/386/651/674/,FFA5D2,,,f,866,2723763350,734881840,Nucleus of the solitary tract gelatinous part
675,1074,Right Agranular insular area ventral part layer 6a,RAIv6a,,1,3,8690,119,8,1,277,/997/8/567/688/695/315/95/119/675/,219866,,,f,278,1561328289,734881840,Agranular insular area ventral part layer 6a
676,791,Right Dorsomedial nucleus of the hypothalamus posterior part,RDMHp,,1,3,8690,830,7,1,681,/997/8/343/1129/1097/141/830/676/,FF5547,,,f,682,916084112,734881840,Dorsomedial nucleus of the hypothalamus posterior part
677,367,Right Visceral area,RVISC,,1,3,8690,315,6,1,104,/997/8/567/688/695/315/677/,11AD83,,,f,105,3549914160,734881840,Visceral area
678,650,Right Dorsal auditory area layer 4,RAUDd4,,1,3,8690,1011,8,1,115,/997/8/567/688/695/315/247/1011/678/,19399,,,f,116,3650389730,734881840,Dorsal auditory area layer 4
679,84,Right Superior central nucleus raphe,RCS,,1,3,8690,1117,6,1,839,/997/8/343/1065/771/1117/679/,FFC395,,,f,840,734395698,734881840,Superior central nucleus raphe
680,933,Right Orbital area ventrolateral part layer 6b,RORBvl6b,,1,3,8690,746,8,1,259,/997/8/567/688/695/315/714/746/680/,248A5E,,,f,260,705314145,734881840,Orbital area ventrolateral part layer 6b
681,509,Right mammillotegmental tract,Rmtg,,1,3,8690,46,5,1,1187,/997/1009/991/824/46/681/,CCCCCC,,,f,1188,1041591581,734881840,mammillotegmental tract
682,226,Right Nucleus of the solitary tract lateral part,RNTSl,,1,3,8690,651,7,1,866,/997/8/343/1065/354/386/651/682/,FFA5D2,,,f,867,2787121462,734881840,Nucleus of the solitary tract lateral part
683,1075,Right Posterior parietal association areas layer 5,RPTLp5,,1,3,8690,22,7,1,304,/997/8/567/688/695/315/22/683/,009FAC,,,f,305,1145580916,734881840,Posterior parietal association areas layer 5
684,792,Right Dorsomedial nucleus of the hypothalamus ventral part,RDMHv,,1,3,8690,830,7,1,682,/997/8/343/1129/1097/141/830/684/,FF5547,,,f,683,2190129277,734881840,Dorsomedial nucleus of the hypothalamus ventral part
685,368,Right Ventral medial nucleus of the thalamus,RVM,,1,3,8690,637,7,1,594,/997/8/343/1129/549/864/637/685/,FF8084,,,f,595,1314288168,734881840,Ventral medial nucleus of the thalamus
686,934,Right Primary somatosensory area layer 6a,RSSp6a,,1,3,8690,322,8,1,39,/997/8/567/688/695/315/453/322/686/,188064,,,f,40,3151865880,734881840,Primary somatosensory area layer 6a
687,651,Right Retrosplenial area ventral part layer 5,RRSPv5,,1,3,8690,886,8,1,297,/997/8/567/688/695/315/254/886/687/,1AA698,,,f,298,1239413140,734881840,Retrosplenial area ventral part layer 5
688,85,Right Cerebral cortex,RCTX,,1,3,8690,567,3,1,3,/997/8/567/688/,B0FFB8,,,f,4,3591311804,734881840,Cerebral cortex
689,793,Right Ventrolateral preoptic nucleus,RVLPO,,1,3,8690,141,6,1,694,/997/8/343/1129/1097/141/689/,FF5547,,,f,695,2706711435,734881840,Ventrolateral preoptic nucleus
690,510,Right mammilothalmic tract,Rmtt,,1,3,8690,46,5,1,1186,/997/1009/991/824/46/690/,CCCCCC,,,f,1187,709688830,734881840,mammilothalmic tract
691,227,Right Nucleus of the solitary tract medial part,RNTSm,,1,3,8690,651,7,1,867,/997/8/343/1065/354/386/651/691/,FFA5D2,,,f,868,2313161716,734881840,Nucleus of the solitary tract medial part
692,1076,Right Perirhinal area layer 5,RPERI5,,1,3,8690,922,7,1,332,/997/8/567/688/695/315/922/692/,0E9684,,,f,333,248375741,734881840,Perirhinal area layer 5
693,369,Right Ventromedial hypothalamic nucleus,RVMH,,1,3,8690,467,6,1,722,/997/8/343/1129/1097/467/693/,FF4C3E,,,f,723,313760851,734881840,Ventromedial hypothalamic nucleus
694,652,Right Agranular insular area ventral part layer 2/3,RAIv2/3,,1,3,8690,119,8,1,275,/997/8/567/688/695/315/95/119/694/,219866,,,f,276,2779633736,734881840,Agranular insular area ventral part layer 2/3
695,86,Right Cortical plate,RCTXpl,,1,3,8690,688,4,1,4,/997/8/567/688/695/,70FF70,,,f,5,3945900931,734881840,Cortical plate
696,935,Right Posterior auditory area layer 1,RAUDpo1,,1,3,8690,1027,8,1,127,/997/8/567/688/695/315/247/1027/696/,19399,,,f,128,235681893,734881840,Posterior auditory area layer 1
697,511,Right medial lemniscus,Rml,,1,3,8690,932,5,1,1071,/997/1009/967/792/932/697/,CCCCCC,,,f,1072,3519337805,734881840,medial lemniscus
698,228,Right Olfactory areas,ROLF,,1,3,8690,695,5,1,340,/997/8/567/688/695/698/,9AD2BD,,,f,341,1234982955,734881840,Olfactory areas
699,1077,Right Agranular insular area ventral part layer 6b,RAIv6b,,1,3,8690,119,8,1,278,/997/8/567/688/695/315/95/119/699/,219866,,,f,279,3288771355,734881840,Agranular insular area ventral part layer 6b
700,794,Right Anterior hypothalamic nucleus anterior part,RAHNa,,1,3,8690,88,7,1,697,/997/8/343/1129/1097/467/88/700/,FF4C3E,,,f,698,3087487115,734881840,Anterior hypothalamic nucleus anterior part
701,370,Right Vestibular nuclei,RVNC,,1,3,8690,370,6,1,914,/997/8/343/1065/354/370/701/,FFB3D9,,,f,915,2805025276,734881840,Vestibular nuclei
702,653,Right Primary somatosensory area nose layer 5,RSSp-n5,,1,3,8690,353,9,1,45,/997/8/567/688/695/315/453/322/353/702/,188064,,,f,46,4022406278,734881840,Primary somatosensory area nose layer 5
703,87,Right Cortical subplate,RCTXsp,,1,3,8690,688,4,1,505,/997/8/567/688/703/,8ADA87,,,f,506,1297404944,734881840,Cortical subplate
704,936,Right Agranular insular area ventral part layer 1,RAIv1,,1,3,8690,119,8,1,274,/997/8/567/688/695/315/95/119/704/,219866,,,f,275,4142876190,734881840,Agranular insular area ventral part layer 1
705,512,Right midbrain tract of the trigeminal nerve,RmtV,,1,3,8690,229,5,1,1040,/997/1009/967/901/229/705/,CCCCCC,,,f,1041,1926814004,734881840,midbrain tract of the trigeminal nerve
706,229,Right Olivary pretectal nucleus,ROP,,1,3,8690,1100,6,1,779,/997/8/343/313/323/1100/706/,FF90FF,,,f,780,4010106689,734881840,Olivary pretectal nucleus
707,1078,Right Infralimbic area layer 1,RILA1,,1,3,8690,44,7,1,229,/997/8/567/688/695/315/44/707/,59B363,,,f,230,3257448349,734881840,Infralimbic area layer 1
708,795,Right Anterior hypothalamic nucleus central part,RAHNc,,1,3,8690,88,7,1,698,/997/8/343/1129/1097/467/88/708/,FF4C3E,,,f,699,1484728461,734881840,Anterior hypothalamic nucleus central part
709,371,Right Ventral posterior complex of the thalamus,RVP,,1,3,8690,637,7,1,595,/997/8/343/1129/549/864/637/709/,FF8084,,,f,596,359843477,734881840,Ventral posterior complex of the thalamus
710,654,Right abducens nerve,RVIn,,1,3,8690,967,3,1,1036,/997/1009/967/710/,CCCCCC,,,f,1037,12381790,734881840,abducens nerve
711,88,Right Cuneate nucleus,RCU,,1,3,8690,720,7,1,858,/997/8/343/1065/354/386/720/711/,FFA5D2,,,f,859,1566278280,734881840,Cuneate nucleus
712,937,Right Entorhinal area medial part dorsal zone layer 4,RENTm4,,1,3,8690,926,9,1,474,/997/8/567/688/695/1089/822/909/926/712/,32B825,,,f,475,4294608438,734881840,Entorhinal area medial part dorsal zone layer 4
713,513,Right perforant path,Rper,,1,3,8690,1099,5,1,1164,/997/1009/991/768/1099/713/,CCCCCC,,,f,1165,436991788,734881840,perforant path
714,230,Right Orbital area,RORB,,1,3,8690,315,6,1,235,/997/8/567/688/695/315/714/,248A5E,,,f,236,4148313092,734881840,Orbital area
715,1079,Right Entorhinal area lateral part layer 2a,RENTl2a,,1,3,8690,918,9,1,459,/997/8/567/688/695/1089/822/909/918/715/,32B825,,,f,460,3724082945,734881840,Entorhinal area lateral part layer 2a
716,796,Right Anterior hypothalamic nucleus dorsal part,RAHNd,,1,3,8690,88,7,1,699,/997/8/343/1129/1097/467/88/716/,FF4C3E,,,f,700,1340658654,734881840,Anterior hypothalamic nucleus dorsal part
717,655,Right accessory spinal nerve,RXIn,,1,3,8690,967,3,1,1058,/997/1009/967/717/,CCCCCC,,,f,1059,2966859887,734881840,accessory spinal nerve
718,372,Right Ventral posterolateral nucleus of the thalamus,RVPL,,1,3,8690,709,8,1,596,/997/8/343/1129/549/864/637/709/718/,FF8084,,,f,597,2885291680,734881840,Ventral posterolateral nucleus of the thalamus
719,938,Right Primary somatosensory area layer 6b,RSSp6b,,1,3,8690,322,8,1,40,/997/8/567/688/695/315/453/322/719/,188064,,,f,41,584382882,734881840,Primary somatosensory area layer 6b
720,89,Right Dorsal column nuclei,RDCN,,1,3,8690,386,6,1,857,/997/8/343/1065/354/386/720/,FFA5D2,,,f,858,3104895435,734881840,Dorsal column nuclei
721,1080,Right Primary visual area layer 4,RVISp4,,1,3,8690,385,8,1,171,/997/8/567/688/695/315/669/385/721/,08858C,,,f,172,565069822,734881840,Primary visual area layer 4
722,514,Right periventricular bundle of the thalamus,Rpvbt,,1,3,8690,1068,5,1,1190,/997/1009/991/824/1068/722/,CCCCCC,,,f,1191,3496322953,734881840,periventricular bundle of the thalamus
723,231,Right Orbital area lateral part,RORBl,,1,3,8690,714,7,1,241,/997/8/567/688/695/315/714/723/,248A5E,,,f,242,1366834321,734881840,Orbital area lateral part
724,797,Right Anterior hypothalamic nucleus posterior part,RAHNp,,1,3,8690,88,7,1,700,/997/8/343/1129/1097/467/88/724/,FF4C3E,,,f,701,809021341,734881840,Anterior hypothalamic nucleus posterior part
725,373,Right Ventral posterolateral nucleus of the thalamus parvicellular part,RVPLpc,,1,3,8690,709,8,1,597,/997/8/343/1129/549/864/637/709/725/,FF8084,,,f,598,2868220330,734881840,Ventral posterolateral nucleus of the thalamus parvicellular part
726,90,Right Dentate gyrus,RDG,,1,3,8690,1080,7,1,434,/997/8/567/688/695/1089/1080/726/,7ED04B,,,f,435,1938098114,734881840,Dentate gyrus
727,939,Right Entorhinal area medial part dorsal zone layer 5,RENTm5,,1,3,8690,926,9,1,475,/997/8/567/688/695/1089/822/909/926/727/,32B825,,,f,476,2298328736,734881840,Entorhinal area medial part dorsal zone layer 5
728,656,Right arbor vitae,Rarb,,1,3,8690,960,3,1,1100,/997/1009/960/728/,CCCCCC,,,f,1101,756994283,734881840,arbor vitae
729,1081,Right Temporal association areas layer 6a,RTEa6a,,1,3,8690,541,7,1,326,/997/8/567/688/695/315/541/729/,15B0B3,,,f,327,1289955072,734881840,Temporal association areas layer 6a
730,515,Right pineal stalk,RPIS,,1,3,8690,1083,5,1,1195,/997/1009/991/824/1083/730/,CCCCCC,,,f,1196,4197780532,734881840,pineal stalk
731,232,Right Orbital area medial part,RORBm,,1,3,8690,714,7,1,247,/997/8/567/688/695/315/714/731/,248A5E,,,f,248,3012751712,734881840,Orbital area medial part
732,798,Right Medial mammillary nucleus median part,RMmme,,1,3,8690,491,8,1,704,/997/8/343/1129/1097/467/331/491/732/,FF4C3E,,,f,705,10911214,734881840,Medial mammillary nucleus median part
733,374,Right Ventral posteromedial nucleus of the thalamus,RVPM,,1,3,8690,709,8,1,598,/997/8/343/1129/549/864/637/709/733/,FF8084,,,f,599,535836268,734881840,Ventral posteromedial nucleus of the thalamus
734,91,Right Dentate gyrus crest,RDGcr,,1,3,8690,726,8,1,439,/997/8/567/688/695/1089/1080/726/734/,7ED04B,,,f,440,3600589931,734881840,Dentate gyrus crest
735,940,Right Primary auditory area layer 1,RAUDp1,,1,3,8690,1002,8,1,120,/997/8/567/688/695/315/247/1002/735/,19399,,,f,121,340215110,734881840,Primary auditory area layer 1
736,657,Right central tegmental bundle,Rctb,,1,3,8690,1000,3,1,1141,/997/1009/1000/736/,CCCCCC,,,f,1142,3774459016,734881840,central tegmental bundle
737,516,Right postcommissural fornix,Rfxpo,,1,3,8690,1099,5,1,1158,/997/1009/991/768/1099/737/,CCCCCC,,,f,1159,267891942,734881840,postcommissural fornix
738,233,Right Orbital area ventral part,RORBv,,1,3,8690,714,7,1,253,/997/8/567/688/695/315/714/738/,248A5E,,,f,254,2360937885,734881840,Orbital area ventral part
739,1082,Right Anterior cingulate area layer 5,RACA5,,1,3,8690,31,7,1,206,/997/8/567/688/695/315/31/739/,40A666,,,f,207,1361837070,734881840,Anterior cingulate area layer 5
